Grid_ID,RouteIdentifier,survey_year,CollectorNumber,nstop
97,NB067,2004,1030405,10
97,NB067,2003,1030405,10
97,NB067,2001,1074811,10
97,NB067,2002,1074811,10
28,NB068,2005,1030030,10
234,NB068,2005,1030030,10
28,NB068,2007,1051843,10
234,NB068,2007,1051843,10
28,NB068,2015,1051843,10
234,NB068,2015,1051843,10
28,NB068,2014,1051843,10
234,NB068,2014,1051843,10
28,NB068,2016,1051843,10
234,NB068,2016,1051843,10
28,NB068,2001,1074800,10
234,NB068,2001,1074800,10
28,NB068,2004,1074800,10
234,NB068,2004,1074800,10
28,NB068,2003,1074800,9
234,NB068,2003,1074800,9
28,NB069,2005,1013890,10
234,NB069,2005,1013890,10
28,NB069,2004,1013890,10
234,NB069,2004,1013890,10
28,NB069,2003,1013890,9
234,NB069,2003,1013890,9
28,NB069,2002,1013890,10
234,NB069,2002,1013890,10
28,NB069,2012,1013890,10
234,NB069,2012,1013890,10
28,NB069,2015,1013890,7
234,NB069,2015,1013890,7
28,NB069,2016,1013890,10
234,NB069,2016,1013890,10
28,NB069,2001,1013890,10
234,NB069,2001,1013890,10
28,NB069,2013,1013890,10
234,NB069,2013,1013890,10
28,NB069,2007,1013890,10
234,NB069,2007,1013890,10
28,NB069,2009,1013890,10
234,NB069,2009,1013890,10
28,NB069,2008,1013890,9
234,NB069,2008,1013890,9
28,NB069,2011,1013890,10
234,NB069,2011,1013890,10
28,NB069,2010,1013890,9
234,NB069,2010,1013890,9
28,NB069,2014,1013890,9
234,NB069,2014,1013890,9
28,NB069,2006,1030237,10
234,NB069,2006,1030237,10
37,NB070,2006,1030030,10
240,NB070,2006,1030030,10
37,NB070,2012,1043244,10
240,NB070,2012,1043244,10
37,NB070,2015,1043244,10
240,NB070,2015,1043244,10
37,NB070,2013,1043244,10
240,NB070,2013,1043244,10
37,NB070,2005,1074818,10
240,NB070,2005,1074818,10
37,NB070,2004,1074818,10
240,NB070,2004,1074818,10
37,NB070,2003,1074818,10
240,NB070,2003,1074818,10
37,NB070,2002,1074818,10
240,NB070,2002,1074818,10
37,NB070,2001,1074818,10
240,NB070,2001,1074818,10
37,NB070,2007,1077262,10
240,NB070,2007,1077262,10
37,NB070,2008,1077262,9
240,NB070,2008,1077262,9
98,NB071,2015,1051845,10
98,NB071,2010,1051845,10
98,NB071,2012,1051845,10
98,NB071,2007,1051845,10
98,NB071,2005,1051845,10
98,NB071,2009,1051845,10
98,NB071,2008,1051845,10
98,NB071,2011,1051845,10
98,NB071,2001,1051845,10
98,NB071,2004,1051845,10
98,NB071,2003,1051845,9
98,NB071,2002,1051845,10
108,NB072,2002,1030122,10
108,NB072,2011,1030122,10
108,NB072,2007,1030122,10
108,NB072,2006,1030122,10
108,NB072,2005,1030122,10
108,NB072,2012,1030122,10
108,NB072,2003,1030122,10
108,NB072,2009,1030122,10
108,NB072,2008,1030122,10
108,NB072,2004,1030122,10
108,NB072,2001,1074823,10
78,NB073,2014,1030070,10
78,NB073,2010,1030070,10
78,NB073,2009,1030070,10
78,NB073,2004,1030070,10
78,NB073,2007,1030070,10
78,NB073,2006,1030070,10
78,NB073,2015,1030070,10
78,NB073,2005,1030070,9
78,NB073,2016,1030070,10
78,NB073,2011,1030070,10
78,NB073,2002,1030070,10
78,NB073,2012,1030070,10
78,NB073,2001,1030070,10
78,NB073,2003,1030070,10
78,NB073,2008,1030070,10
17,NB074,2013,1051846,10
17,NB074,2010,1051846,10
17,NB074,2012,1051846,9
17,NB074,2001,1074804,10
17,NB074,2002,1074804,10
48,NB075,2010,1030092,10
48,NB075,2013,1030092,10
48,NB075,2008,1030092,10
48,NB075,2012,1030092,9
48,NB075,2009,1030092,10
48,NB075,2011,1030092,10
48,NB075,2007,1030092,10
48,NB075,2001,1074824,10
48,NB075,2003,1074824,10
48,NB075,2004,1074824,10
48,NB075,2002,1074824,10
48,NB075,2005,1074833,10
48,NB075,2015,1079011,10
48,NB075,2016,1079011,8
48,NB075,2014,1079011,10
42,NB076,2010,1030030,9
42,NB076,2013,1044071,10
42,NB076,2002,1074781,10
42,NB076,2001,1074781,10
42,NB076,2003,1077253,10
42,NB076,2005,1077253,10
88,NB077,2002,1074807,10
88,NB077,2001,1074807,10
35,NB078,2010,1030030,10
35,NB078,2012,1032177,10
35,NB078,2004,1074814,8
35,NB078,2003,1074814,8
35,NB078,2002,1074814,10
35,NB078,2001,1074814,10
35,NB078,2005,1074867,10
35,NB078,2015,1074876,10
35,NB078,2016,1074879,7
49,NB079,2014,1051810,10
49,NB079,2016,1051810,10
49,NB079,2015,1051810,10
49,NB079,2001,1074817,10
49,NB079,2002,1074845,10
49,NB079,2003,1077254,10
34,NB080,2006,1051847,10
34,NB080,2011,1051847,10
34,NB080,2016,1051847,10
34,NB080,2013,1051847,10
34,NB080,2012,1051847,10
34,NB080,2007,1051847,10
34,NB080,2015,1051847,10
34,NB080,2005,1051847,10
34,NB080,2004,1051847,10
34,NB080,2001,1051847,10
34,NB080,2003,1051847,10
34,NB080,2010,1051847,10
34,NB080,2002,1051847,7
34,NB080,2008,1051847,10
34,NB080,2009,1051847,10
30,NB081,2013,1074779,10
30,NB081,2012,1074870,10
30,NB081,2007,1077270,10
30,NB081,2006,1077270,9
30,NB081,2003,1077270,9
30,NB081,2002,1077270,10
30,NB081,2001,1077270,10
30,NB081,2005,1077270,10
29,NB082,2009,1030137,9
29,NB082,2013,1051848,10
29,NB082,2005,1074777,10
29,NB082,2001,1074777,10
29,NB082,2003,1074777,10
29,NB082,2002,1074777,10
86,NB083,2010,1030122,10
86,NB083,2014,1030122,10
86,NB083,2009,1030122,10
86,NB083,2011,1030122,10
86,NB083,2012,1030122,10
86,NB083,2002,1074822,10
86,NB083,2003,1074822,10
86,NB083,2001,1074822,10
86,NB083,2007,1077288,10
86,NB083,2006,1077288,10
86,NB083,2005,1077288,10
86,NB083,2004,1077288,10
86,NB083,2008,1077288,10
56,NB084,2016,1074880,9
56,NB084,2002,1077274,10
56,NB084,2007,1077274,8
56,NB084,2006,1077274,10
56,NB084,2005,1077274,8
56,NB084,2003,1077274,9
56,NB084,2001,1077274,10
56,NB084,2004,1077274,9
56,NB084,2010,1081636,10
97,NB085,2009,1077263,10
97,NB085,2014,1077263,10
97,NB085,2001,1077263,10
97,NB085,2012,1077263,10
97,NB085,2005,1077263,10
97,NB085,2006,1077263,10
97,NB085,2007,1077263,10
97,NB085,2013,1077263,10
97,NB085,2015,1077263,10
97,NB085,2003,1077263,10
97,NB085,2002,1077263,9
97,NB085,2010,1077263,10
97,NB085,2008,1077263,10
95,NB086,2011,1074868,10
95,NB086,2015,1074868,10
95,NB086,2008,1077256,10
95,NB086,2009,1077256,10
95,NB086,2010,1077256,10
95,NB086,2001,1077257,10
95,NB086,2007,1077257,10
95,NB086,2006,1077257,10
95,NB086,2005,1077257,10
95,NB086,2002,1077257,10
95,NB086,2003,1077257,10
57,NB087,2003,1077311,10
57,NB087,2010,1081641,10
57,NB087,2011,1081641,6
34,NB088,2006,1067861,10
34,NB088,2008,1067861,10
34,NB088,2009,1067861,8
34,NB088,2001,1074802,10
34,NB088,2007,1077313,10
34,NB089,2008,1067861,10
34,NB089,2006,1067861,10
34,NB089,2001,1074802,10
34,NB089,2007,1077313,10
26,NB090,2014,1067861,8
26,NB090,2002,1067861,10
26,NB090,2001,1074802,10
22,NB091,2001,1074826,10
22,NB091,2002,1074871,9
22,NB091,2005,1077308,10
22,NB091,2003,1077308,9
22,NB091,2004,1077308,10
22,NB091,2006,1077308,10
22,NB091,2007,1077308,10
22,NB091,2010,1077308,10
22,NB091,2009,1077308,10
65,NB092,2007,1051836,10
65,NB092,2006,1051836,10
65,NB092,2005,1051836,10
65,NB092,2004,1051836,10
65,NB092,2003,1051836,10
65,NB092,2001,1074778,10
65,NB092,2011,1077318,10
65,NB092,2008,1077318,10
65,NB092,2009,1077318,10
84,NB094,2010,1030122,10
84,NB094,2015,1030122,10
84,NB094,2012,1030122,10
84,NB094,2007,1030122,10
84,NB094,2008,1030122,10
84,NB094,2006,1030122,10
84,NB094,2005,1030122,10
84,NB094,2004,1030122,10
84,NB094,2003,1030122,10
84,NB094,2002,1030122,10
84,NB094,2014,1030122,10
74,NB096,2014,1030122,10
74,NB096,2015,1030122,10
74,NB096,2010,1030122,10
74,NB096,2012,1030122,10
74,NB096,2009,1030122,9
74,NB096,2008,1030122,10
74,NB096,2006,1030122,10
74,NB096,2005,1030122,10
74,NB096,2004,1030122,10
74,NB096,2007,1030122,9
74,NB096,2003,1077288,10
74,NB096,2002,1077288,10
68,NB097,2004,1074836,10
68,NB097,2002,1074836,10
68,NB097,2005,1077311,10
53,NB098,2002,1074797,10
53,NB098,2005,1081632,10
53,NB098,2004,1081632,10
62,NB099,2010,1030030,10
62,NB099,2015,1044182,9
62,NB099,2002,1077255,9
62,NB099,2006,1077255,9
62,NB099,2005,1077255,10
62,NB099,2003,1077255,9
62,NB099,2004,1077255,10
101,NB101,2016,1051811,8
101,NB101,2009,1051811,10
101,NB101,2011,1051811,10
101,NB101,2008,1051811,10
101,NB101,2012,1051811,10
101,NB101,2007,1051811,10
101,NB101,2003,1051811,10
101,NB101,2004,1051811,10
101,NB101,2005,1051811,10
101,NB101,2006,1051811,10
101,NB101,2013,1051811,10
102,NB102,2012,1051811,10
102,NB102,2008,1051811,10
102,NB102,2006,1051811,10
102,NB102,2005,1051811,10
102,NB102,2013,1051811,10
102,NB102,2016,1051811,10
102,NB102,2004,1051811,10
102,NB102,2003,1051811,10
102,NB102,2015,1051811,10
61,NB103,2002,1013845,10
61,NB103,2003,1013845,10
61,NB103,2011,1030137,9
61,NB103,2009,1030137,10
61,NB103,2008,1030137,10
44,NB104,2004,1013845,10
44,NB104,2006,1013845,10
44,NB104,2005,1013845,10
44,NB104,2016,1044071,10
44,NB104,2015,1044071,10
44,NB104,2012,1044071,10
44,NB104,2014,1044071,10
44,NB104,2013,1044071,10
22,NB105,2009,1030089,10
22,NB105,2016,1030089,10
22,NB105,2006,1030089,10
22,NB105,2005,1030089,10
22,NB105,2004,1030089,10
22,NB105,2008,1030089,10
76,NB107,2002,1074881,10
59,NB108,2003,1051817,10
59,NB108,2005,1051817,10
59,NB108,2002,1051817,10
31,NB109,2012,1068003,10
31,NB109,2008,1068003,10
31,NB109,2010,1068003,10
31,NB109,2007,1068003,9
31,NB109,2009,1068003,9
31,NB109,2006,1068003,10
31,NB109,2002,1074786,10
31,NB109,2003,1074786,10
15,NB110,2003,1051827,10
15,NB110,2002,1051827,10
15,NB110,2012,1051827,10
15,NB110,2004,1051827,10
15,NB110,2005,1051827,9
15,NB110,2006,1051827,10
15,NB110,2016,1051827,9
15,NB110,2007,1051827,10
15,NB110,2008,1051827,9
15,NB110,2013,1051827,9
15,NB110,2011,1051827,9
15,NB110,2015,1051827,9
15,NB110,2014,1051827,9
15,NB110,2010,1051827,10
15,NB110,2009,1051827,10
34,NB112,2009,1067861,10
34,NB112,2014,1067861,10
34,NB112,2008,1067861,10
34,NB112,2004,1077259,10
34,NB112,2003,1077259,10
34,NB112,2006,1077259,10
34,NB112,2007,1077313,10
22,NB113,2011,1051849,10
22,NB113,2007,1051849,10
22,NB113,2013,1051849,10
22,NB113,2005,1051849,10
22,NB113,2009,1051849,10
22,NB113,2012,1051849,10
22,NB113,2010,1051849,9
22,NB113,2015,1051849,10
22,NB113,2008,1051849,10
22,NB113,2014,1051849,10
56,NB063,2019,1074880,10
56,NB084,2019,1074880,7
16,NB056,2019,1077272,10
59,NB008,2019,1074874,10
95,NB086,2019,1074868,10
48,NB075,2019,1079011,10
69,NB036,2019,1051832,10
77,NB010,2019,1074836,10
43,NB023,2019,1030368,10
34,NB080,2019,1051847,10
17,NB027,2019,1051826,10
30,NB081,2019,1079009,10
102,NB102,2019,1051811,10
101,NB101,2019,1051811,10
113,NB043,2019,1051811,9
22,NB113,2019,1030060,10
68,NB097,2019,1081919,9
15,NB001,2019,1054918,10
184,NS036,2017,1032073,9
190,NS029,2017,1051828,10
28,NS025,2017,1030311,9
234,NS025,2017,1030311,9
209,NS014,2017,1030340,10
211,NS016,2017,1051814,10
177,NS048,2017,1030079,10
229,NS003,2017,1030054,10
201,NS021,2017,1030049,10
175,NS035,2017,1031548,10
175,NS034,2017,1031548,10
174,NS049,2017,1031548,10
172,NS044,2017,1069217,10
19,NS026,2017,1032294,10
223,NS026,2017,1032294,10
189,NS019,2017,1051816,9
189,NS019,2016,1051816,9
191,NS028,2017,1030104,10
194,NS039,2017,1051834,9
221,NS015,2017,1048652,10
181,NS027,2017,1077695,10
192,NS032,2017,1031008,9
201,NS017,2017,1051815,10
185,NS047,2017,1079012,10
27,NS022,2017,1074862,10
233,NS022,2017,1074862,10
176,NS041,2017,1051836,10
209,NS013,2017,1031199,10
184,NS036,2018,1032073,10
28,NS025,2018,1030311,9
234,NS025,2018,1030311,9
209,NS014,2018,1030340,10
201,NS017,2018,1051815,9
210,NS004,2017,1030340,8
192,NS032,2018,1031008,10
190,NS029,2018,1051828,10
201,NS021,2018,1030049,10
210,NS004,2018,1030340,10
229,NS003,2018,1030340,10
204,NS037,2018,1079396,10
204,NS038,2018,1079396,9
19,NS026,2018,1079478,10
223,NS026,2018,1079478,10
189,NS018,2018,1030162,10
202,NS030,2018,1051829,9
194,NS039,2018,1051834,10
177,NS046,2018,1077309,7
185,NS047,2018,1079012,9
191,NS028,2018,1030104,11
175,NS035,2018,1031548,10
174,NS049,2018,1031548,10
176,NS041,2018,1051836,10
165,NS053,2018,1078945,10
192,NS033,2018,1051814,10
172,NS044,2018,1069217,10
184,NS040,2018,1077838,10
190,NS020,2018,1080791,9
209,NS013,2018,1031199,9
190,NS029,2019,1051828,10
209,NS014,2019,1030340,10
222,NS023,2019,1081094,10
192,NS033,2019,1080982,10
28,NS025,2019,1030311,9
234,NS025,2019,1030311,9
208,NS006,2019,1081121,10
184,NS036,2019,1032073,10
210,NS004,2019,1030340,10
204,NS037,2019,1079396,9
204,NS038,2019,1079396,10
185,NS047,2019,1079012,10
201,NS021,2019,1030049,10
19,NS026,2019,1079478,10
223,NS026,2019,1079478,10
203,NS031,2019,1032652,10
165,NS053,2019,1078945,10
220,NS001,2011,1030340,10
220,NS001,2008,1030340,10
220,NS001,2012,1030340,10
220,NS001,2010,1030340,10
220,NS001,2003,1074860,2
220,NS001,2006,1077306,10
220,NS001,2004,1077306,10
220,NS001,2005,1077306,10
218,NS002,2014,1051808,10
218,NS002,2005,1074846,9
218,NS002,2006,1077304,10
229,NS003,2006,1030054,10
229,NS003,2010,1030054,10
229,NS003,2015,1030054,10
229,NS003,2002,1030054,10
229,NS003,2014,1030054,10
229,NS003,2013,1030054,10
229,NS003,2012,1030054,10
229,NS003,2005,1030054,9
229,NS003,2007,1030054,10
229,NS003,2009,1030054,10
229,NS003,2016,1030054,10
229,NS003,2008,1030054,10
229,NS003,2011,1077307,10
210,NS004,2016,1030340,10
210,NS004,2010,1030340,10
210,NS004,2009,1030340,10
210,NS004,2011,1030340,10
210,NS004,2012,1030340,10
210,NS004,2013,1030340,9
210,NS004,2005,1030340,10
210,NS004,2006,1030340,10
210,NS004,2007,1030340,10
210,NS004,2015,1030340,10
210,NS004,2014,1030340,10
210,NS004,2004,1030378,9
210,NS004,2003,1074849,10
210,NS004,2002,1074849,10
209,NS005,2003,1074854,10
209,NS005,2002,1074854,10
209,NS005,2005,1074888,3
208,NS006,2014,1030355,10
208,NS006,2009,1030355,10
208,NS006,2010,1030355,10
208,NS006,2013,1030355,10
208,NS006,2011,1030355,10
208,NS006,2012,1030355,10
208,NS006,2006,1076859,10
208,NS006,2007,1076859,10
208,NS006,2003,1076859,10
208,NS006,2004,1076859,10
208,NS006,2005,1076859,10
208,NS006,2002,1076859,10
208,NS007,2007,1030054,10
208,NS007,2014,1030054,10
208,NS007,2009,1030054,10
208,NS007,2008,1030054,10
208,NS007,2011,1030054,10
208,NS007,2012,1030054,9
208,NS007,2010,1030054,10
208,NS007,2003,1030054,10
208,NS007,2013,1030054,10
208,NS007,2004,1030054,10
208,NS007,2002,1030054,10
208,NS007,2005,1030054,9
208,NS007,2006,1030054,10
207,NS008,2003,1074848,10
207,NS008,2002,1074848,10
207,NS009,2003,1074846,9
207,NS009,2004,1074846,10
207,NS009,2002,1074855,10
208,NS010,2011,1031053,10
208,NS010,2010,1031053,10
208,NS010,2002,1074856,10
208,NS010,2003,1074858,10
209,NS011,2002,1045407,10
209,NS011,2004,1045407,10
199,NS012,2016,1031053,10
199,NS012,2010,1031053,10
199,NS012,2011,1031053,10
199,NS012,2012,1031053,10
199,NS012,2015,1031053,10
199,NS012,2014,1031053,10
199,NS012,2002,1074796,10
199,NS012,2003,1074859,10
209,NS013,2004,1031199,10
209,NS013,2014,1031199,10
209,NS013,2013,1031199,9
209,NS013,2007,1031199,9
209,NS013,2002,1031199,10
209,NS013,2010,1031199,10
209,NS013,2006,1031199,10
209,NS014,2016,1030340,10
209,NS014,2015,1030340,10
209,NS014,2013,1030340,10
209,NS014,2014,1030340,10
209,NS014,2011,1030340,10
209,NS014,2010,1030340,10
209,NS014,2008,1030340,10
209,NS014,2006,1030340,10
209,NS014,2007,1030340,9
209,NS014,2009,1030340,10
209,NS014,2005,1030340,9
209,NS014,2004,1030340,8
209,NS014,2003,1030340,10
209,NS014,2002,1030340,10
209,NS014,2012,1030340,10
221,NS015,2013,1048652,9
221,NS015,2012,1048652,10
221,NS015,2008,1048652,10
221,NS015,2016,1048652,10
221,NS015,2014,1048652,10
221,NS015,2009,1048652,10
221,NS015,2010,1048652,10
221,NS015,2007,1048652,10
221,NS015,2011,1048652,10
221,NS015,2004,1074787,10
221,NS015,2002,1074787,10
221,NS015,2005,1075492,10
221,NS015,2006,1075492,10
211,NS016,2015,1032285,10
211,NS016,2016,1032285,10
211,NS016,2014,1032285,10
211,NS016,2007,1051821,10
211,NS016,2002,1074775,10
211,NS016,2003,1074775,10
211,NS016,2004,1074775,10
201,NS017,2016,1051815,10
201,NS017,2014,1051815,10
201,NS017,2015,1051815,10
201,NS017,2006,1051821,10
201,NS017,2004,1051821,10
201,NS017,2007,1051821,10
201,NS017,2002,1074853,7
201,NS017,2003,1074853,10
189,NS018,2014,1030378,10
189,NS018,2009,1030378,9
189,NS018,2016,1030378,10
189,NS018,2013,1030378,10
189,NS018,2015,1030378,10
189,NS018,2005,1030378,6
189,NS018,2007,1030378,10
189,NS018,2006,1030378,10
189,NS018,2012,1030378,10
189,NS018,2003,1075492,10
189,NS018,2004,1075492,10
189,NS019,2004,1030104,10
189,NS019,2005,1030104,10
189,NS019,2003,1030104,10
189,NS019,2014,1051816,10
189,NS019,2011,1051816,10
189,NS019,2010,1051816,10
189,NS019,2012,1051816,10
189,NS019,2007,1051816,10
189,NS019,2009,1051816,10
189,NS019,2008,1051816,10
189,NS019,2006,1051816,10
190,NS020,2009,1030348,9
190,NS020,2014,1031030,9
190,NS020,2013,1031030,9
190,NS020,2015,1031030,10
190,NS020,2012,1031030,9
190,NS020,2016,1031030,10
190,NS020,2011,1031030,10
190,NS020,2010,1031030,10
190,NS020,2006,1077287,10
190,NS020,2004,1077287,9
190,NS020,2005,1077287,10
190,NS020,2002,1077287,10
190,NS020,2003,1077287,10
201,NS021,2009,1030049,10
201,NS021,2010,1030049,10
201,NS021,2015,1030049,10
201,NS021,2008,1030049,10
201,NS021,2013,1030049,10
201,NS021,2012,1030049,10
201,NS021,2002,1030049,10
201,NS021,2003,1030049,10
201,NS021,2004,1030049,10
201,NS021,2006,1030049,10
201,NS021,2007,1030049,10
201,NS021,2014,1030049,10
201,NS021,2016,1030049,10
201,NS021,2011,1030049,10
201,NS021,2005,1030049,10
27,NS022,2011,1051819,9
233,NS022,2011,1051819,9
27,NS022,2005,1051819,10
233,NS022,2005,1051819,10
27,NS022,2015,1051819,9
233,NS022,2015,1051819,9
27,NS022,2003,1051819,9
233,NS022,2003,1051819,9
27,NS022,2016,1074862,9
233,NS022,2016,1074862,9
222,NS023,2008,1030110,10
222,NS023,2002,1051819,10
222,NS023,2005,1051819,10
222,NS023,2016,1053423,10
222,NS023,2015,1053423,10
222,NS023,2012,1074891,10
222,NS023,2011,1074891,10
13,NS024,2002,1031047,9
214,NS024,2002,1031047,9
13,NS024,2008,1031047,10
214,NS024,2008,1031047,10
13,NS024,2007,1031047,10
214,NS024,2007,1031047,10
13,NS024,2010,1031047,10
214,NS024,2010,1031047,10
13,NS024,2003,1031047,10
214,NS024,2003,1031047,10
13,NS024,2004,1031047,10
214,NS024,2004,1031047,10
13,NS024,2006,1031047,10
214,NS024,2006,1031047,10
28,NS025,2006,1030311,10
234,NS025,2006,1030311,10
28,NS025,2007,1030311,10
234,NS025,2007,1030311,10
28,NS025,2005,1030311,10
234,NS025,2005,1030311,10
28,NS025,2009,1030311,10
234,NS025,2009,1030311,10
28,NS025,2003,1030311,10
234,NS025,2003,1030311,10
28,NS025,2002,1030311,10
234,NS025,2002,1030311,10
28,NS025,2011,1030311,9
234,NS025,2011,1030311,9
28,NS025,2013,1030311,10
234,NS025,2013,1030311,10
28,NS025,2008,1030311,10
234,NS025,2008,1030311,10
28,NS025,2016,1030311,10
234,NS025,2016,1030311,10
28,NS025,2015,1030311,10
234,NS025,2015,1030311,10
19,NS026,2003,1030068,10
223,NS026,2003,1030068,10
19,NS026,2002,1030068,10
223,NS026,2002,1030068,10
19,NS026,2007,1030068,9
223,NS026,2007,1030068,9
19,NS026,2014,1030068,9
223,NS026,2014,1030068,9
19,NS026,2012,1030068,10
223,NS026,2012,1030068,10
19,NS026,2009,1030068,10
223,NS026,2009,1030068,10
19,NS026,2008,1030068,10
223,NS026,2008,1030068,10
19,NS026,2010,1030068,10
223,NS026,2010,1030068,10
19,NS026,2016,1032294,10
223,NS026,2016,1032294,10
19,NS026,2015,1032294,10
223,NS026,2015,1032294,10
181,NS027,2015,1030104,10
181,NS027,2007,1030104,10
181,NS027,2005,1030104,10
181,NS027,2003,1030104,10
181,NS027,2016,1030104,10
181,NS027,2014,1030104,10
181,NS027,2008,1030104,10
181,NS027,2006,1030104,10
181,NS027,2010,1030104,10
181,NS027,2012,1030104,10
181,NS027,2013,1030104,10
181,NS027,2009,1030104,10
